"","super_opeid","cohort","name","type","tier","tier_name","iclevel","region","state","cz","czname","cfips","county","multi","count","female","married","mr_kq5_pq1","mr_ktop1_pq1","par_mean","par_median","par_rank","par_q1","par_q2","par_q3","par_q4","par_q5","par_top10pc","par_top5pc","par_top1pc","par_toppt1pc","k_rank","k_mean","k_median","k_median_nozero","k_0inc","k_q1","k_q2","k_q3","k_q4","k_q5","k_top10pc","k_top5pc","k_top1pc","k_rank_cond_parq1","k_rank_cond_parq2","k_rank_cond_parq3","k_rank_cond_parq4","k_rank_cond_parq5","kq1_cond_parq1","kq2_cond_parq1","kq3_cond_parq1","kq4_cond_parq1","kq5_cond_parq1","kq1_cond_parq2","kq2_cond_parq2","kq3_cond_parq2","kq4_cond_parq2","kq5_cond_parq2","kq1_cond_parq3","kq2_cond_parq3","kq3_cond_parq3","kq4_cond_parq3","kq5_cond_parq3","kq1_cond_parq4","kq2_cond_parq4","kq3_cond_parq4","kq4_cond_parq4","kq5_cond_parq4","kq1_cond_parq5","kq2_cond_parq5","kq3_cond_parq5","kq4_cond_parq5","kq5_cond_parq5","ktop1pc_cond_parq1","ktop1pc_cond_parq2","ktop1pc_cond_parq3","ktop1pc_cond_parq4","ktop1pc_cond_parq5"
"1370",2613,1991,"New Jersey City University","Public","Selective public","Selective public","Four-year","Northeast","NJ",19600,"Newark",34017,"Hudson",0,689,0.547430515,0.043046769,0.036139133,0,58833.88672,42200,0.466260821,0.207572404,0.239984449,0.234531409,0.163953999,0.153957738,0.048382979,0.009905335,0.000431394,0,0.516392636,14694.22656,12100,14100,0.139486611,0.152523863,0.211212365,0.23714292,0.198129751,0.200991101,0.106162257,0.046490103,0.002829176,0.494119585,0.524462521,0.48730725,0.521543741,0.572664678,0.194665448,0.200848605,0.224228859,0.206153345,0.174103743,0.140246818,0.211191904,0.205349926,0.273521079,0.169690273,0.1801561,0.223556063,0.260966409,0.149326209,0.185995219,0.114933773,0.23789798,0.257631325,0.166884502,0.22265242,0.112781061,0.177995087,0.246001936,0.177413182,0.285808735,0,5.58e-05,0.006241471,8.95e-06,0.008771795
"1371",2621,1991,"New Jersey Institute Of Technology","Public","Selective public","Selective public","Four-year","Northeast","NJ",19600,"Newark",34013,"Essex",0,828,0.219108358,0.020473249,0.013466276,0.003617095,108476.5781,84600,0.639083028,0.090409777,0.127388096,0.175921745,0.231932701,0.37434768,0.184196874,0.058529176,0.005328665,0.001223848,0.56002414,20001.33203,13300,17800,0.157076627,0.16098037,0.197393533,0.180154768,0.16018323,0.301288098,0.221299991,0.166925251,0.041296535,0.44915697,0.509728968,0.582963526,0.596468031,0.570555568,0.321585098,0.125931912,0.223749546,0.179786326,0.148947118,0.191128292,0.249609264,0.170977366,0.152154695,0.236130382,0.116751261,0.237041483,0.12932177,0.199892681,0.316992805,0.136083082,0.187046012,0.172994214,0.139691854,0.364184838,0.148143729,0.184662477,0.201074075,0.152215484,0.313904235,0.040007784,0.047337241,0.048138931,0.046944106,0.032837605
"1372",2653,1991,"New Mexico Highlands University","Public","Selective public","Selective public","Four-year","West","NM",34801,"Las Vegas",35047,"San Miguel",0,276,0.502507567,0.107007869,0.011059149,0.000254525,57364.3125,42900,0.449423999,0.184162652,0.26160646,0.227439802,0.2267612,0.100029887,0.036555815,0.000792117,0.000792117,0.00049246,0.477995889,12131.37402,10300,11000,0.094987325,0.112822937,0.309742631,0.26906101,0.18567354,0.122699883,0.045380618,0.019824037,0.000699333,0.404643565,0.495884597,0.472888708,0.510754406,0.503609955,0.236833199,0.275054481,0.200841232,0.227220102,0.060050986,0.098290824,0.276785674,0.298065632,0.191662376,0.135195495,0.06450994,0.345064227,0.345769564,0.14502923,0.099627039,0.064328111,0.336862065,0.274672545,0.201559367,0.122577911,0.142300919,0.318008581,0.131668889,0.149922239,0.258099372,0.001382069,0.000436954,4.97e-05,0.000758315,0.00147191
"1373",2654,1991,"New Mexico Institute Of Mining & Technology","Public","Highly selective public","Highly selective public","Four-year","West","NM",34902,"Socorro",35053,"Socorro",0,223,0.303745359,0.085641325,0.000108571,0.000108571,119387.3203,103600,0.695463896,0.050799249,0.108309384,0.134846348,0.275785149,0.43025987,0.213895023,0.073083371,0.015294991,0,0.54717024,20857.50781,11700,15000,0.13412568,0.128394241,0.254752964,0.192828041,0.15198412,0.272040634,0.218217626,0.155566663,0.061796198,0.395852804,0.554037452,0.587625861,0.569688797,0.536194205,0.08687818,0.28200257,0.439165007,0.189816992,0.002137251,0.202155531,0.176270171,0.225769681,0.022355091,0.373449526,0.138089876,0.171144534,0.175059242,0.262456981,0.253249368,0.078965438,0.287104423,0.21126399,0.113741713,0.308924436,0.143371827,0.276759207,0.149203416,0.170038291,0.260627259,0.002137251,0.123677409,0.09724738,0.081367727,0.02960708
"1374",2655,1991,"New Mexico Junior College","Public","Two-year (public and private not-for-profit)","Two-year (public and private not-for-profit)","Two-year","West","NM",30801,"Hobbs",35025,"Lea",0,427,0.529561341,0.230132475,0.041116965,0.011360075,59301.53125,50800,0.486124188,0.174734116,0.215142398,0.237799308,0.247757127,0.124567051,0.031677771,0.00817737,0,0,0.593523357,22365.2168,16900,20100,0.142010972,0.149981874,0.164958866,0.144710141,0.198439814,0.341909305,0.229247585,0.166722074,0.060274827,0.548056483,0.56232512,0.623303711,0.607153594,0.627223611,0.154326251,0.245408652,0.187720327,0.177233165,0.235311605,0.142839057,0.191307438,0.186219391,0.172630893,0.307003221,0.16508524,0.099055126,0.104215866,0.278684509,0.352959259,0.159779937,0.156306903,0.11263857,0.202432959,0.368841631,0.107904151,0.1496212,0.153779347,0.111632386,0.477062917,0.065013493,0.054139402,0.020001534,0.085906467,0.090126407
"1375",2656,1991,"New Mexico Military Institute","Public","Two-year (public and private not-for-profit)","Two-year (public and private not-for-profit)","Two-year","West","NM",30701,"Roswell",35005,"Chaves",0,163,0.130707145,0.056659758,0.029359083,0,102234.0938,81000,0.597389281,0.126875546,0.114646022,0.162860295,0.25472234,0.340895798,0.218702555,0.066543311,0.008149077,0.005848869,0.564954846,17251.68555,14200,14700,0.071805634,0.08600483,0.21772252,0.25583454,0.147349463,0.293088648,0.087920249,0.060231831,0.010215405,0.403477848,0.545740008,0.561195731,0.584798992,0.618483961,0.266378216,0.327391004,0.174830137,0,0.231400642,0.09933917,0.147054695,0.369950783,0.107667778,0.275987575,0.081569439,0.250408895,0.23777707,0.151560742,0.278683854,0.081508004,0.174891345,0.21437731,0.274658794,0.254564546,0.019867581,0.217060383,0.287209029,0.118396364,0.357466643,0,0.001005041,0.00137557,0.027732213,0.008249268
"1376",2657,1991,"New Mexico State University","Public","Selective public","Selective public","Four-year","West","NM",30601,"El Paso",35013,"Dona Ana",0,4162,0.526263773,0.136447325,0.023241678,0.001189707,69249.60938,48800,0.493039429,0.187476348,0.203166741,0.224245344,0.211206788,0.173904778,0.068943612,0.02387066,0.002650195,0,0.510855317,14500.48828,12000,13500,0.123581827,0.127298484,0.237075387,0.257497319,0.218530897,0.159597912,0.077187598,0.042935226,0.009823787,0.477149457,0.509964824,0.511494339,0.52687043,0.527957618,0.15856589,0.240445938,0.274299131,0.202717785,0.123971256,0.127850859,0.233208399,0.265324642,0.230348397,0.143267702,0.118933993,0.244887481,0.256017249,0.22713104,0.153030237,0.125291811,0.203628544,0.25288681,0.247748335,0.1704445,0.106168515,0.268507067,0.237747868,0.17519798,0.212378569,0.006345906,0.008325154,0.013908885,0.005678092,0.015091198
"1377",39603,1991,"New River Community And Technical College","Public","Two-year (public and private not-for-profit)","Two-year (public and private not-for-profit)","Two-year","South","WV",16801,"Beckley",54081,"Raleigh",0,480,0.594711721,0.213979125,0.024788943,0,51583.83984,36700,0.397555351,0.278600348,0.239200779,0.213733096,0.211764909,0.056700868,0.01570655,0.01058514,0.000534157,0,0.501076954,14664.09766,11700,14200,0.139729768,0.14636697,0.228500934,0.248739985,0.214493735,0.161898375,0.092816815,0.054293096,0.012559242,0.431452394,0.500893116,0.548025429,0.548532307,0.489746958,0.220385198,0.244901433,0.266562736,0.179173922,0.088976711,0.141840289,0.198321623,0.260996579,0.242377588,0.15646392,0.100193144,0.232963503,0.206897429,0.249035981,0.210909943,0.104943098,0.217916386,0.274424726,0.202700455,0.200015335,0.130534389,0.297941964,0.171259705,0.184244728,0.216019214,0,0.010340283,0.008839123,0.030309931,0.031358352
"1378",5223,1991,"New River Community College","Public","Two-year (public and private not-for-profit)","Two-year (public and private not-for-profit)","Two-year","South","VA",16600,"Roanoke",51155,"Pulaski",0,688,0.470238298,0.149087727,0.018020784,0,80088.75781,61400,0.542057812,0.129607621,0.163554187,0.236689474,0.275414857,0.194733862,0.072610952,0.031086644,0.003180151,0.001449663,0.533949507,15266.18262,13100,14900,0.111911438,0.115964381,0.204871561,0.248085734,0.246375729,0.184702595,0.094350658,0.039028008,0.008917755,0.464455873,0.515138328,0.558006346,0.606807053,0.463717759,0.172820249,0.20815736,0.309370219,0.170611091,0.139041081,0.109069887,0.193462291,0.256415744,0.294242441,0.146809637,0.085191577,0.225592923,0.218778402,0.298151004,0.172286094,0.098293557,0.11746926,0.229471657,0.270865023,0.283900503,0.14630875,0.31069565,0.262248581,0.159033424,0.121713595,0,0,0.000757645,0.025268306,0.009136373
"1379",20662,1991,"New School, The","Private Non-profit","Nonselective four-year private not-for-profit","Nonselective four-year private not-for-profit","Four-year","Northeast","NY",19400,"New York",36061,"New York",0,895,0.72022289,0.006829205,0.02125012,0.001126733,284143.0938,98000,0.671521962,0.103837113,0.122640165,0.146496394,0.169123281,0.457903047,0.350534201,0.242765769,0.074839666,0.011138365,0.491561458,14826.61426,9400,14000,0.200663015,0.203476221,0.260977494,0.153356812,0.150103199,0.232086274,0.142167538,0.067394681,0.012417908,0.455003798,0.50296247,0.509983063,0.505771518,0.485655993,0.268853092,0.259130608,0.145009827,0.122357872,0.204648601,0.207657323,0.216964639,0.155939411,0.146028329,0.273410299,0.143804868,0.271524134,0.172806076,0.198520592,0.21334433,0.213406206,0.227438151,0.16437106,0.125807234,0.268977349,0.202954123,0.282197615,0.144267515,0.150969709,0.219611037,0.010850971,0.009162796,0.00742818,0.013922895,0.014685556
"1380",35373,1991,"New York Automotive & Diesel Institute","Private For-profit","Two-year for-profit","Two-year for-profit","Two-year","Northeast","NY",19400,"New York",36081,"Queens",0,108,0.064889997,0.018103747,0.02181182,0.000284253,42949.47266,36300,0.410493284,0.267509382,0.281881076,0.212755183,0.141206333,0.096648026,0.024205217,0.003557323,0.000562849,0,0.484823887,12702.4834,9700,12500,0.12852627,0.1260999,0.27719096,0.231040507,0.217423445,0.148245189,0.088632628,0.026345883,0.002708279,0.491994292,0.465798497,0.410743564,0.474814266,0.69816649,0.109670256,0.256925466,0.213628714,0.33823891,0.081536653,0.100143924,0.312350513,0.277921554,0.23951179,0.070072219,0.131460347,0.483344048,0.168368153,0.042314799,0.174512653,0.277589078,0.124508132,0.15887818,0.290985936,0.148038674,0.014146115,0,0.385897099,0.096595583,0.503361203,0.00106259,0.004168715,0.005001172,0,0.00191333
"1381",2696,1991,"New York City College Of Technology Of The City University Of New","Public","Selective public","Selective public","Four-year","Northeast","NY",19400,"New York",36047,"Kings",0,2487,0.402458936,0.040277574,0.046051581,0.001645979,42879.01563,31600,0.375074625,0.285882003,0.289711294,0.237017109,0.13671316,0.050676434,0.0133709,0.003987992,0.00048204,6.29e-06,0.499632364,14136.66406,11300,14000,0.162646145,0.165764882,0.232070849,0.220763186,0.200843547,0.180557536,0.095499113,0.047408205,0.009255131,0.481666118,0.486281365,0.511189044,0.534836829,0.528287053,0.172385635,0.247952853,0.227147678,0.191427861,0.161085973,0.185462883,0.225902443,0.217301524,0.193141293,0.178191857,0.137264156,0.256653123,0.21333734,0.217840377,0.174905003,0.171358288,0.184411752,0.206678188,0.212837603,0.224714169,0.134014021,0.191339575,0.277265353,0.186140861,0.211240191,0.005757548,0.00549047,0.016891811,0.011302173,0.009268537
"1382",2782,1991,"New York Institute Of Technology","Private Non-profit","Selective private","Selective private","Four-year","Northeast","NY",19400,"New York",36059,"Nassau",0,754,0.410936266,0.030223638,0.018623965,0.001364294,126969.1484,82900,0.616449475,0.112355086,0.152496798,0.176323204,0.203660292,0.35516462,0.190435439,0.089823216,0.018622233,0.004072865,0.510017191,15425.7998,11400,14200,0.174778283,0.180435112,0.21616181,0.217937976,0.15579416,0.229670942,0.125091746,0.070342101,0.011384152,0.479878724,0.535173237,0.48610571,0.531976819,0.508028924,0.166844154,0.274363746,0.261791811,0.131240413,0.165759876,0.122661356,0.192639461,0.281782737,0.191804053,0.211112393,0.22758683,0.192387516,0.247297224,0.103776168,0.228952262,0.150683521,0.214498604,0.201675873,0.167611879,0.265530123,0.20319245,0.220606196,0.171401542,0.167148117,0.237651695,0.012142703,0.016903893,0.008353804,0.012701606,0.009523148
"1383",2785,1991,"New York University","Private Non-profit","Other elite schools (public and private)","Other elite schools (public and private)","Four-year","Northeast","NY",19400,"New York",36061,"New York",0,4336,0.592552006,0.011564671,0.02602616,0.005993133,389263.5,149300,0.760544837,0.060492041,0.082705017,0.104612382,0.135772934,0.616417625,0.476537019,0.339884371,0.114053197,0.017044524,0.620641369,25783.50195,19300,24100,0.132318735,0.137310298,0.187530344,0.112536759,0.142374168,0.420248432,0.314809054,0.2229058,0.080598873,0.598227918,0.621535122,0.616568208,0.634611547,0.620335162,0.205527069,0.178417036,0.092547424,0.093267412,0.430241059,0.138919758,0.166304183,0.137816023,0.150179195,0.406780841,0.132903724,0.183392948,0.132322923,0.144672847,0.406707558,0.116927956,0.189870757,0.108474503,0.155079108,0.429647676,0.135637195,0.191459257,0.108643522,0.142957532,0.421302495,0.099073082,0.089230036,0.057340339,0.073393266,0.08316219
"1384",3440,1991,"Newberry College","Private Non-profit","Selective private","Selective private","Four-year","South","SC",8100,"Columbia",45071,"Newberry",0,215,0.410246104,0.054168336,0.013969228,0.000112246,79151.01563,63300,0.575857878,0.087499187,0.246200861,0.180141048,0.238185685,0.247973219,0.085931927,0.027514769,0.003893072,0,0.527937216,14218.45605,12600,13400,0.103324577,0.105364949,0.22497816,0.263753768,0.215963797,0.189939326,0.036217161,0.013620633,0.000201642,0.463082284,0.534389079,0.459217668,0.546485126,0.576521754,0.249992961,0.161988104,0.272124445,0.156244685,0.159649805,0.089248757,0.246981278,0.201535613,0.298596678,0.163637674,0.101060329,0.350707836,0.284752511,0.102488757,0.160990567,0.098843274,0.174006248,0.30292106,0.256407351,0.167822068,0.07972426,0.182982078,0.269697602,0.198580971,0.269015089,0.001282823,0.000363103,0,0,0
"1385",7484,1991,"Newbury College","Private Non-profit","Selective private","Selective private","Four-year","Northeast","MA",20500,"Boston",25021,"Norfolk",0,217,0.605151653,0.050621945,0.016900792,0,89714.08594,59300,0.537902415,0.138642283,0.200357833,0.233490039,0.24550056,0.182009284,0.084250674,0.027173085,0.008872917,0.004327257,0.602025032,17937.40039,15800,17400,0.088822961,0.08703836,0.165416637,0.227508613,0.269638284,0.250398106,0.161658943,0.035802912,0.002010117,0.55230689,0.511043489,0.564435661,0.704089463,0.650603712,0.061780527,0.274006477,0.219403521,0.322907325,0.12190215,0.160654139,0.19789825,0.350295893,0.139529196,0.151622523,0.083332426,0.157997354,0.278249288,0.294414865,0.186006067,0.053222495,0.074885714,0.209565863,0.263683134,0.398642795,0.075607176,0.178573283,0.057626224,0.348535037,0.33965828,0,0.000862286,0.000828315,0,0.009032222
"1386",1939,1991,"Newman University","Private Non-profit","Selective private","Selective private","Four-year","Midwest","KS",29301,"Wichita",20173,"Sedgwick",0,161,0.640241504,0.177256465,0.005538299,8.97e-05,115135.4766,88000,0.678752005,0.02507423,0.09265842,0.186964133,0.355154112,0.340149107,0.13781634,0.04379493,0.006716665,0,0.601739345,18788.49805,15800,17400,0.056654289,0.056130576,0.202082212,0.238615014,0.191731523,0.311440675,0.205321252,0.099206455,0.006177072,0.552953184,0.476561546,0.645661116,0.690931022,0.522166789,0,0.264757622,0.274794282,0.23957197,0.220876125,0.204298264,0.198299178,0.27053628,0.122471254,0.204395024,0.066283531,0.065037342,0.364205187,0.135715601,0.368758338,0.000643612,0.172303033,0.159681874,0.245998569,0.421372911,0.072260656,0.304912601,0.240636568,0.181200226,0.200989949,0.003578872,0,0.032558838,0,0
"1387",2874,1991,"Niagara County Community College","Public","Two-year (public and private not-for-profit)","Two-year (public and private not-for-profit)","Two-year","Northeast","NY",18000,"Buffalo",36063,"Niagara",0,1516,0.510232747,0.059039224,0.018407021,0.001279886,70527.9375,60700,0.52487129,0.138109714,0.183490585,0.228598937,0.297254619,0.152546145,0.035232034,0.012108942,0.001711636,3.52e-06,0.596331031,17645.47852,15900,16900,0.057384975,0.057044864,0.167902071,0.24690178,0.309799525,0.21835176,0.103101298,0.038824614,0.006967636,0.524172425,0.586325467,0.594082475,0.619298637,0.63231045,0.11537128,0.210445724,0.254351926,0.286552823,0.133278246,0.069688143,0.192854291,0.208003896,0.303018284,0.226435386,0.043640891,0.168841997,0.275321408,0.304944593,0.207251111,0.037266751,0.159604342,0.24778043,0.311503771,0.243844706,0.047656899,0.114131346,0.242644567,0.342957533,0.252609654,0.009267171,0.010686088,0,0.005973272,0.012792003
"1388",2788,1991,"Niagara University","Private Non-profit","Selective private","Selective private","Four-year","Northeast","NY",18000,"Buffalo",36063,"Niagara",0,592,0.57736057,0.06136838,0.009821308,6.05e-05,134464.5938,93200,0.670141101,0.047698601,0.119402116,0.150172987,0.312054611,0.370671685,0.183152422,0.084719829,0.01064209,0.001741354,0.652746571,21403.76563,18900,19700,0.039394375,0.041391027,0.142239171,0.209284439,0.245858939,0.361226424,0.215769842,0.093741387,0.006022391,0.586990595,0.602269709,0.647548556,0.674325228,0.66140759,0.025404568,0.209910868,0.288286186,0.27049489,0.205903488,0.067401377,0.153072277,0.28189556,0.181027682,0.316603104,0.05591533,0.068984222,0.278104572,0.3000866,0.296909276,0.022005354,0.157702656,0.169713672,0.249991042,0.400587275,0.045505373,0.146701669,0.181160146,0.238124108,0.388508704,0.001268725,0.013836819,5.22e-05,0.010768911,0.002539729
"1389",2005,1991,"Nicholls State University","Public","Selective public","Selective public","Four-year","South","LA",3400,"Houma",22057,"Lafourche",0,1093,0.577954769,0.105756857,0.009208265,2.92e-05,108390.2578,84200,0.633546591,0.079208842,0.118274875,0.180025037,0.288245713,0.334245533,0.13261798,0.053662114,0.012917088,0.00104744,0.580643275,18773.60742,14600,16200,0.084678724,0.088316648,0.201370859,0.236253055,0.198111236,0.275948202,0.165787905,0.083703138,0.019891532,0.538788855,0.554775536,0.576216877,0.615283608,0.572226346,0.068799441,0.229816315,0.262036128,0.323095122,0.116252994,0.081389298,0.213105234,0.251249055,0.266155496,0.188100916,0.092844083,0.198247106,0.249124286,0.206972113,0.252812413,0.05690734,0.196700806,0.221193293,0.190484804,0.334713758,0.12004127,0.196187432,0.230891341,0.146219298,0.306660659,0.00036846,0.008071005,0.035771173,0.012692112,0.026356661
"1390",2197,1991,"Nichols College","Private Non-profit","Selective private","Selective private","Four-year","Northeast","MA",20500,"Boston",25027,"Worcester",0,261,0.356255233,0.016902996,0.01877906,4.04e-05,121086.3516,92900,0.679627597,0.063851899,0.078181332,0.161684373,0.309220904,0.387061492,0.18989104,0.074129507,0.009411827,0.000269786,0.646976146,20600.81641,19700,20700,0.043434016,0.04229741,0.204276249,0.134719294,0.26859343,0.350113616,0.224513307,0.087874524,0.001195135,0.658787191,0.601290762,0.649344623,0.609521925,0.68318814,7.89e-05,0.182564466,0.172649728,0.350603483,0.294103386,0.09038219,0.18942021,0.23402208,0.244824813,0.241350707,0.001105459,0.234546133,0.162094819,0.310182654,0.292070934,0.063315394,0.241315678,0.093024789,0.274893174,0.327450965,0.039965204,0.168623699,0.130278304,0.237459938,0.423672856,0.000633388,0.001163757,0.000699911,0,0.002455794
"1391",5384,1991,"Nicolet Area Technical College","Public","Two-year (public and private not-for-profit)","Two-year (public and private not-for-profit)","Two-year","Midwest","WI",21004,"Rhinelander",55085,"Oneida",0,236,0.527276933,0.215163201,0.037976285,0,59706.15234,57700,0.530979753,0.10651262,0.180170738,0.29545635,0.309785625,0.108074666,0.040500198,0.009574543,0.000473369,7.58e-05,0.606947458,19159.33203,17300,18200,0.073455296,0.074618364,0.152137046,0.203599347,0.279051587,0.290593656,0.141806245,0.05420015,0.009045574,0.65258646,0.529761672,0.583548009,0.676212609,0.556072056,0.081697116,0.086460143,0.112133081,0.363167077,0.356542583,0.085559117,0.240671717,0.298208627,0.233299183,0.142261356,0.085559391,0.14488199,0.243585872,0.303798271,0.222174476,0.054308319,0.13668336,0.110158759,0.248403775,0.450445788,0.077708675,0.13339948,0.294543565,0.292621556,0.201726724,0,0.000537502,0,0.028886854,0
"1392",3765,1991,"Norfolk State University","Public","Selective public","Selective public","Four-year","South","VA",2000,"Virginia Beach",51710,"Norfolk City",0,1023,0.559178829,0.040524192,0.008960579,5.22e-06,57692.71875,46300,0.482127815,0.143562771,0.262522487,0.254019384,0.218094333,0.121801026,0.034853801,0.007031207,0,0,0.50829143,13462.15527,11100,12000,0.073996246,0.077848243,0.288525476,0.2794114,0.22003034,0.134184541,0.067813657,0.030585833,0.003957641,0.462334961,0.496749282,0.533632696,0.53564316,0.485510677,0.109380664,0.272428682,0.339021743,0.216753157,0.062415754,0.063276812,0.3356298,0.276960953,0.190174296,0.133958139,0.064679352,0.238875459,0.306973096,0.235888583,0.153583511,0.052770202,0.288651536,0.259713322,0.255540039,0.143324901,0.144456705,0.309293198,0.192222526,0.191587224,0.162440347,3.64e-05,0.003759732,0.011539049,0.000157089,0
"1393",12261,1991,"North Arkansas College","Public","Two-year (public and private not-for-profit)","Two-year (public and private not-for-profit)","Two-year","South","AR",25103,"Harrison",5009,"Boone",0,412,0.468893945,0.309362024,0.046388381,0.000845312,46681.40234,35000,0.400335401,0.244136796,0.263716921,0.287420993,0.145518647,0.059206643,0.022250803,0.006664986,0.002036373,0,0.542555907,15793.63965,14300,16200,0.11141365,0.118090404,0.219271383,0.198859814,0.262676905,0.201101494,0.098831035,0.039507937,0.007883873,0.52039963,0.52547431,0.560797751,0.570300579,0.553254247,0.160379915,0.19065601,0.235155579,0.223798707,0.190009788,0.104921747,0.278887121,0.185379795,0.269737673,0.161073664,0.161126689,0.180430042,0.146307254,0.285576864,0.226559152,0.034050156,0.253094347,0.199644841,0.240926402,0.272284253,0,0.177153333,0.362426765,0.333829889,0.126590013,0.003462451,0.01033752,0.00830905,0.00689617,0.01555004
"1394",2905,1991,"North Carolina Agricultural & Technical State University","Public","Selective public","Selective public","Four-year","South","NC",500,"Greensboro",37081,"Guilford",0,1779,0.536349714,0.032822035,0.019014102,0,59402.42578,44200,0.477092236,0.143175939,0.271987397,0.269094198,0.18598035,0.129762115,0.045518279,0.010591469,0.00028309,0,0.519603175,14626.26465,11600,12500,0.07574939,0.079869239,0.278829343,0.272155462,0.212298104,0.156847852,0.081086881,0.04926151,0.013538107,0.50675869,0.48577103,0.52471149,0.524040937,0.587735415,0.078033883,0.274550434,0.3060334,0.208579926,0.132802358,0.073868321,0.328007297,0.291072362,0.202120929,0.104931091,0.089337513,0.245412794,0.269722141,0.239608848,0.155918705,0.08769061,0.291774348,0.247966176,0.19466103,0.177907836,0.063627782,0.231215573,0.234839953,0.206374982,0.26394171,0,0.002162981,0.012407084,0.014857656,0.0527727
"1395",2950,1991,"North Carolina Central University","Public","Selective public","Selective public","Four-year","South","NC",1701,"Raleigh",37063,"Durham",0,1116,0.613108337,0.040928215,0.018013709,0,51237.74219,37700,0.42829752,0.193701389,0.301874571,0.264975924,0.151360603,0.088087512,0.026063386,0.01004664,0.000306799,0.000306799,0.518834801,13511.29199,12200,13300,0.072564788,0.075947494,0.251069386,0.292335222,0.255978118,0.12466978,0.046316013,0.019222585,0.000740065,0.510532856,0.494947582,0.547324061,0.507951617,0.551953673,0.073967058,0.23542037,0.347396361,0.250218894,0.092997317,0.083694773,0.272701326,0.301634241,0.240350392,0.101619268,0.067377731,0.231074634,0.276839323,0.275435541,0.149272771,0.076680177,0.288540281,0.234806179,0.272035363,0.127937999,0.078272319,0.207108721,0.284855318,0.236077452,0.19368619,0,0,0,0.000749728,0.007113213
"1396",2972,1991,"North Carolina State University","Public","Selective public","Selective public","Four-year","South","NC",1701,"Raleigh",37183,"Wake",0,4578,0.451790988,0.070359856,0.010559461,0.00043949,151299.3438,112300,0.727237523,0.043171968,0.078023878,0.129487313,0.241566187,0.507750655,0.29279387,0.14299579,0.017982116,0.001128753,0.603026678,20762.10742,16300,18200,0.081532791,0.088052741,0.196780628,0.197120698,0.188703741,0.329342192,0.207118422,0.112491429,0.022716944,0.53136307,0.566260338,0.592024565,0.604858279,0.616704047,0.153973618,0.195389963,0.224804631,0.181241099,0.244590689,0.101872703,0.197874083,0.224517748,0.221006186,0.25472928,0.10147465,0.18823246,0.205922632,0.190288819,0.314081439,0.069161086,0.206550513,0.211596108,0.18562064,0.327071653,0.085889075,0.194262715,0.18142539,0.18543706,0.35298576,0.010179995,0.008716068,0.033984029,0.02154414,0.023618987
"1397",2951,1991,"North Carolina Wesleyan College","Private Non-profit","Selective private","Selective private","Four-year","South","NC",1600,"Wilson",37127,"Nash",0,131,0.381041557,0.113301307,0.045364351,0,61786.01172,42300,0.468281597,0.184053122,0.279971992,0.196212442,0.227215815,0.11254663,0.039300539,0.007694018,0.00584313,0,0.564380754,15785.19531,15500,17000,0.083775245,0.090375291,0.207238264,0.208142579,0.281070095,0.213173771,0.075392142,0.007179354,0.000142519,0.569054723,0.551296473,0.564799309,0.586632371,0.543633163,0.12158255,0.16385525,0.175262999,0.292824976,0.246474224,0.106529919,0.216631981,0.216025992,0.274680671,0.186131436,0.034123843,0.346445288,0.118937146,0.228188819,0.272304903,0.065030899,0.132025761,0.269754778,0.363931974,0.169256588,0.148388969,0.163968389,0.273434664,0.202647243,0.211560735,0,3.8e-05,0,0.000580364,0
"1398",1734,1991,"North Central College","Private Non-profit","Selective private","Selective private","Four-year","Midwest","IL",24300,"Chicago",17043,"Dupage",0,559,0.567071021,0.067899935,0.007930131,0,141595.0625,105500,0.737208009,0.034924658,0.059089721,0.132021822,0.307887044,0.466076754,0.212770492,0.087985449,0.008282468,2.08e-05,0.59338541,18395.26563,14600,15800,0.062190544,0.058524773,0.209735091,0.21645915,0.216258202,0.299022784,0.167217582,0.060171146,0.00565514,0.521742642,0.505396962,0.562947869,0.638340712,0.588833749,0.089752387,0.28937328,0.222132823,0.171677554,0.227063956,0.134875625,0.233126247,0.216198683,0.235909616,0.179889828,0.07928653,0.276127188,0.253305001,0.12366145,0.267619832,0.045018717,0.164596362,0.244935339,0.220587177,0.324862406,0.049545931,0.211813957,0.186818826,0.240476796,0.31134449,0,0,0,0.005204859,0.008695202
"1399",5265,1991,"North Central Kansas Technical College","Public","Two-year (public and private not-for-profit)","Two-year (public and private not-for-profit)","Two-year","Midwest","KS",29103,"Beloit",20123,"Mitchell",0,243,0.242653921,0.22587505,0.030432498,0,63228.59375,55000,0.518802762,0.096192139,0.228542595,0.280078573,0.294312465,0.100874228,0.021106783,0.010934132,2e-05,2e-05,0.715938537,26536.69141,25000,26300,0.051817641,0.049662705,0.116162968,0.110568647,0.218865792,0.504739888,0.318051487,0.141459197,0.023962833,0.634095311,0.682212472,0.727039635,0.754416704,0.727306485,0.070948342,0.19044556,0.243959341,0.178274767,0.316371989,0.03600421,0.151829109,0.09527053,0.323391432,0.393504719,0.073621235,0.058042655,0.07268194,0.241936839,0.55371733,0.047533853,0.133717334,0.080204203,0.137654055,0.600890555,0,0.074677169,0.211813779,0.193645247,0.519863804,0,0,0.043858647,0.015033104,0.071916647
