"county_fips","name","hhincome"
13083,"Dade County, GA",32648
51145,"Powhatan County, VA",32648
39135,"Preble County, OH",32643
54075,"Pocahontas County, WV",32639
26045,"Eaton County, MI",32636
22103,"St. Tammany Parish, LA",32629
22115,"Vernon Parish, LA",32624
17007,"Boone County, IL",32624
39115,"Morgan County, OH",32622
54079,"Putnam County, WV",32616
48379,"Rains County, TX",32614
5013,"Calhoun County, AR",32610
18139,"Rush County, IN",32606
41035,"Klamath County, OR",32602
29229,"Wright County, MO",32596
29119,"McDonald County, MO",32580
51133,"Northumberland County, VA",32580
17097,"Lake County, IL",32579
23025,"Somerset County, ME",32562
21159,"Martin County, KY",32552
29109,"Lawrence County, MO",32551
26091,"Lenawee County, MI",32539
47103,"Lincoln County, TN",32525
26015,"Barry County, MI",32522
22009,"Avoyelles Parish, LA",32512
37189,"Watauga County, NC",32510
22021,"Caldwell Parish, LA",32509
12015,"Charlotte County, FL",32504
24001,"Allegany County, MD",32503
6115,"Yuba County, CA",32500
51069,"Frederick County, VA",32500
51119,"Middlesex County, VA",32497
29099,"Jefferson County, MO",32495
1117,"Shelby County, AL",32495
12085,"Martin County, FL",32495
34033,"Salem County, NJ",32485
25025,"Suffolk County, MA",32484
21057,"Cumberland County, KY",32482
30061,"Mineral County, MT",32473
40075,"Kiowa County, OK",32465
48119,"Delta County, TX",32464
2220,"Sitka City and Borough, AK",32458
6103,"Tehama County, CA",32449
29009,"Barry County, MO",32447
6069,"San Benito County, CA",32446
18011,"Boone County, IN",32446
37173,"Swain County, NC",32432
6071,"San Bernardino County, CA",32432
26059,"Hillsdale County, MI",32430
17151,"Pope County, IL",32427
5005,"Baxter County, AR",32425
48241,"Jasper County, TX",32418
48265,"Kerr County, TX",32416
23017,"Oxford County, ME",32413
21139,"Livingston County, KY",32412
48139,"Ellis County, TX",32406
15001,"Hawaii County, HI",32406
26009,"Antrim County, MI",32405
29117,"Livingston County, MO",32390
48485,"Wichita County, TX",32387
18133,"Putnam County, IN",32384
47181,"Wayne County, TN",32382
26133,"Osceola County, MI",32381
21053,"Clinton County, KY",32371
21059,"Daviess County, KY",32370
22099,"St. Martin Parish, LA",32370
47015,"Cannon County, TN",32368
17179,"Tazewell County, IL",32368
8105,"Rio Grande County, CO",32367
1029,"Cleburne County, AL",32354
20057,"Ford County, KS",32352
4003,"Cochise County, AZ",32349
16027,"Canyon County, ID",32349
20125,"Montgomery County, KS",32346
40013,"Bryan County, OK",32322
54031,"Hardy County, WV",32322
40065,"Jackson County, OK",32320
29035,"Carter County, MO",32294
47159,"Smith County, TN",32292
21223,"Trimble County, KY",32291
35055,"Taos County, NM",32290
55113,"Sawyer County, WI",32283
26129,"Ogemaw County, MI",32281
47039,"Decatur County, TN",32280
18107,"Montgomery County, IN",32278
48187,"Guadalupe County, TX",32277
35009,"Curry County, NM",32277
4009,"Graham County, AZ",32274
26073,"Isabella County, MI",32273
20001,"Allen County, KS",32269
41013,"Crook County, OR",32263
20055,"Finney County, KS",32260
48209,"Hays County, TX",32259
54091,"Taylor County, WV",32256
24041,"Talbot County, MD",32250
53003,"Asotin County, WA",32247
28019,"Choctaw County, MS",32246
40121,"Pittsburg County, OK",32242
21153,"Magoffin County, KY",32233
54043,"Lincoln County, WV",32232
48019,"Bandera County, TX",32227
37113,"Macon County, NC",32224
39117,"Morrow County, OH",32223
47007,"Bledsoe County, TN",32223
29127,"Marion County, MO",32222
42023,"Cameron County, PA",32219
5053,"Grant County, AR",32218
29073,"Gasconade County, MO",32204
47083,"Houston County, TN",32193
6077,"San Joaquin County, CA",32192
51685,"Manassas Park city, VA",32191
12021,"Collier County, FL",32183
29159,"Pettis County, MO",32179
17197,"Will County, IL",32168
21033,"Caldwell County, KY",32165
18159,"Tipton County, IN",32157
72005,"Aguadilla Municipio, PR",32156
26127,"Oceana County, MI",32156
21035,"Calloway County, KY",32155
47111,"Macon County, TN",32132
40115,"Ottawa County, OK",32131
8041,"El Paso County, CO",32128
24025,"Harford County, MD",32119
35007,"Colfax County, NM",32110
9003,"Hartford County, CT",32109
25003,"Berkshire County, MA",32108
39059,"Guernsey County, OH",32105
39029,"Columbiana County, OH",32104
18039,"Elkhart County, IN",32101
17161,"Rock Island County, IL",32079
41029,"Jackson County, OR",32076
17101,"Lawrence County, IL",32076
8003,"Alamosa County, CO",32075
12086,"Miami-Dade County, FL",32073
24003,"Anne Arundel County, MD",32071
26125,"Oakland County, MI",32066
6047,"Merced County, CA",32065
21107,"Hopkins County, KY",32065
18071,"Jackson County, IN",32063
18077,"Jefferson County, IN",32060
17077,"Jackson County, IL",32059
48213,"Henderson County, TX",32054
29013,"Bates County, MO",32041
21175,"Morgan County, KY",32035
1041,"Crenshaw County, AL",32033
54025,"Greenbrier County, WV",32031
26005,"Allegan County, MI",32025
26017,"Bay County, MI",32022
48107,"Crosby County, TX",32019
26105,"Mason County, MI",32011
39105,"Meigs County, OH",32011
5143,"Washington County, AR",32008
55001,"Adams County, WI",32008
51041,"Chesterfield County, VA",32002
48053,"Burnet County, TX",31995
6065,"Riverside County, CA",31990
13073,"Columbia County, GA",31989
38005,"Benson County, ND",31981
47161,"Stewart County, TN",31979
9011,"New London County, CT",31976
40113,"Osage County, OK",31973
29223,"Wayne County, MO",31966
40019,"Carter County, OK",31965
18081,"Johnson County, IN",31965
39109,"Miami County, OH",31961
23001,"Androscoggin County, ME",31960
21179,"Nelson County, KY",31956
36107,"Tioga County, NY",31949
53077,"Yakima County, WA",31946
24005,"Baltimore County, MD",31943
22049,"Jackson Parish, LA",31940
51009,"Amherst County, VA",31929
41039,"Lane County, OR",31927
48167,"Galveston County, TX",31924
36075,"Oswego County, NY",31920
26057,"Gratiot County, MI",31919
22025,"Catahoula Parish, LA",31917
21221,"Trigg County, KY",31912
5045,"Faulkner County, AR",31907
36035,"Fulton County, NY",31889
18135,"Randolph County, IN",31882
21099,"Hart County, KY",31869
18021,"Clay County, IN",31867
29131,"Miller County, MO",31864
38079,"Rolette County, ND",31855
18117,"Orange County, IN",31851
26001,"Alcona County, MI",31850
48455,"Trinity County, TX",31848
13103,"Effingham County, GA",31835
21031,"Butler County, KY",31833
42049,"Erie County, PA",31831
41019,"Douglas County, OR",31831
37199,"Yancey County, NC",31815
6021,"Glenn County, CA",31813
51163,"Rockbridge County, VA",31810
28141,"Tishomingo County, MS",31807
5063,"Independence County, AR",31806
17199,"Williamson County, IL",31787
48481,"Wharton County, TX",31784
5115,"Pope County, AR",31782
21015,"Boone County, KY",31782
36063,"Niagara County, NY",31770
51057,"Essex County, VA",31770
51031,"Campbell County, VA",31769
72111,"Penuelas Municipio, PR",31767
5021,"Clay County, AR",31766
40037,"Creek County, OK",31761
29161,"Phelps County, MO",31760
48129,"Donley County, TX",31746
48471,"Walker County, TX",31743
1027,"Clay County, AL",31742
8001,"Adams County, CO",31738
35017,"Grant County, NM",31737
5071,"Johnson County, AR",31736
18059,"Hancock County, IN",31724
18075,"Jay County, IN",31719
8025,"Crowley County, CO",31710
23019,"Penobscot County, ME",31705
40031,"Comanche County, OK",31703
24043,"Washington County, MD",31701
17137,"Morgan County, IL",31697
21083,"Graves County, KY",31695
5029,"Conway County, AR",31694
29207,"Stoddard County, MO",31694
26111,"Midland County, MI",31693
47165,"Sumner County, TN",31692
21009,"Barren County, KY",31691
26123,"Newaygo County, MI",31691
48067,"Cass County, TX",31670
8065,"Lake County, CO",31659
54083,"Randolph County, WV",31658
32019,"Lyon County, NV",31656
6053,"Monterey County, CA",31632
29019,"Boone County, MO",31631
1059,"Franklin County, AL",31629
22107,"Tensas Parish, LA",31610
1039,"Covington County, AL",31609
41011,"Coos County, OR",31604
26023,"Branch County, MI",31592
32031,"Washoe County, NV",31588
26135,"Oscoda County, MI",31587
48041,"Brazos County, TX",31575
35045,"San Juan County, NM",31574
32510,"Carson City, NV",31573
39031,"Coshocton County, OH",31573
51125,"Nelson County, VA",31571
51073,"Gloucester County, VA",31570
18033,"DeKalb County, IN",31563
51097,"King and Queen County, VA",31562
37053,"Currituck County, NC",31546
35005,"Chaves County, NM",31544
5089,"Marion County, AR",31544
48189,"Hale County, TX",31538
54059,"Mingo County, WV",31532
39045,"Fairfield County, OH",31529
41043,"Linn County, OR",31528
13177,"Lee County, GA",31518
26067,"Ionia County, MI",31517
51775,"Salem city, VA",31513
9015,"Windham County, CT",31512
1043,"Cullman County, AL",31504
22019,"Calcasieu Parish, LA",31503
25013,"Hampden County, MA",31501
48183,"Gregg County, TX",31492
48387,"Red River County, TX",31491
23027,"Waldo County, ME",31486
35013,"Do±íáüna County, NM",31485
39143,"Sandusky County, OH",31479
13281,"Towns County, GA",31472
18149,"Starke County, IN",31471
29125,"Maries County, MO",31468
51810,"Virginia Beach city, VA",31455
51177,"Spotsylvania County, VA",31453
4005,"Coconino County, AZ",31448
21217,"Taylor County, KY",31447
35057,"Torrance County, NM",31441
40091,"McIntosh County, OK",31410
32023,"Nye County, NV",31407
21093,"Hardin County, KY",31405
21011,"Bath County, KY",31386
48099,"Coryell County, TX",31384
17029,"Coles County, IL",31373
41051,"Multnomah County, OR",31323
37121,"Mitchell County, NC",31319
12115,"Sarasota County, FL",31317
13291,"Union County, GA",31303
17019,"Champaign County, IL",31301
54065,"Morgan County, WV",31289
48005,"Angelina County, TX",31285
54009,"Brooke County, WV",31285
21089,"Greenup County, KY",31280
36067,"Onondaga County, NY",31275
51840,"Winchester city, VA",31272
29097,"Jasper County, MO",31265
51139,"Page County, VA",31263
51121,"Montgomery County, VA",31259
54027,"Hampshire County, WV",31258
28129,"Smith County, MS",31254
6107,"Tulare County, CA",31251
21085,"Grayson County, KY",31251
39091,"Logan County, OH",31240
48311,"McMullen County, TX",31228
17095,"Knox County, IL",31221
51141,"Patrick County, VA",31219
26143,"Roscommon County, MI",31212
26031,"Cheboygan County, MI",31210
28077,"Lawrence County, MS",31205
21045,"Casey County, KY",31202
29031,"Cape Girardeau County, MO",31201
22093,"St. James Parish, LA",31200
17121,"Marion County, IL",31198
39021,"Champaign County, OH",31197
41041,"Lincoln County, OR",31192
48145,"Falls County, TX",31191
26051,"Gladwin County, MI",31184
48185,"Grimes County, TX",31180
47043,"Dickson County, TN",31170
35049,"Santa Fe County, NM",31167
1057,"Fayette County, AL",31167
51660,"Harrisonburg city, VA",31166
30003,"Big Horn County, MT",31155
40015,"Caddo County, OK",31154
51113,"Madison County, VA",31150
29105,"Laclede County, MO",31149
28111,"Perry County, MS",31140
21061,"Edmonson County, KY",31130
22051,"Jefferson Parish, LA",31125
48245,"Jefferson County, TX",31124
40041,"Delaware County, OK",31118
48147,"Fannin County, TX",31118
48313,"Madison County, TX",31118
29077,"Greene County, MO",31113
48055,"Caldwell County, TX",31111
40111,"Okmulgee County, OK",31105
26155,"Shiawassee County, MI",31105
26107,"Mecosta County, MI",31101
18175,"Washington County, IN",31096
21103,"Henry County, KY",31094
18103,"Miami County, IN",31093
47189,"Wilson County, TN",31088
21039,"Carlisle County, KY",31081
48181,"Grayson County, TX",31079
48423,"Smith County, TX",31078
6023,"Humboldt County, CA",31076
35037,"Quay County, NM",31063
17177,"Stephenson County, IL",31060
48343,"Morris County, TX",31053
28037,"Franklin County, MS",31052
26033,"Chippewa County, MI",31044
21029,"Bullitt County, KY",31040
54081,"Raleigh County, WV",31038
21141,"Logan County, KY",31028
26147,"St. Clair County, MI",31027
28155,"Webster County, MS",31021
29007,"Audrain County, MO",31007
21043,"Carter County, KY",31004
48439,"Tarrant County, TX",31002
39033,"Crawford County, OH",31000
17089,"Kane County, IL",30989
48021,"Bastrop County, TX",30983
1115,"St. Clair County, AL",30978
18023,"Clinton County, IN",30974
35035,"Otero County, NM",30966
26013,"Baraga County, MI",30966
39097,"Madison County, OH",30963
21163,"Meade County, KY",30960
2090,"Fairbanks North Star Borough, AK",30951
51137,"Orange County, VA",30950
37089,"Henderson County, NC",30947
48001,"Anderson County, TX",30945
31055,"Douglas County, NE",30939
35051,"Sierra County, NM",30936
28005,"Amite County, MS",30932
28045,"Hancock County, MS",30931
6045,"Mendocino County, CA",30914
26027,"Cass County, MI",30910
5083,"Logan County, AR",30907
22125,"West Feliciana Parish, LA",30891
21109,"Jackson County, KY",30885
5075,"Lawrence County, AR",30872
51019,"Bedford County, VA",30872
51005,"Alleghany County, VA",30869
51197,"Wythe County, VA",30868
4013,"Maricopa County, AZ",30865
37043,"Clay County, NC",30857
17119,"Madison County, IL",30856
48487,"Wilbarger County, TX",30856
54023,"Grant County, WV",30853
47021,"Cheatham County, TN",30849
48315,"Marion County, TX",30825
40089,"McCurtain County, OK",30823
13249,"Schley County, GA",30822
18145,"Shelby County, IN",30815
12049,"Hardee County, FL",30813
48305,"Lynn County, TX",30805
21005,"Anderson County, KY",30801
26035,"Clare County, MI",30794
8055,"Huerfano County, CO",30788
54089,"Summers County, WV",30786
29123,"Madison County, MO",30778
12091,"Okaloosa County, FL",30777
18017,"Cass County, IN",30770
40135,"Sequoyah County, OK",30767
41047,"Marion County, OR",30767
22127,"Winn Parish, LA",30767
47133,"Overton County, TN",30766
48029,"Bexar County, TX",30765
4015,"Mohave County, AZ",30759
39081,"Jefferson County, OH",30748
48293,"Limestone County, TX",30747
26085,"Lake County, MI",30736
21187,"Owen County, KY",30733
5065,"Izard County, AR",30724
21203,"Rockcastle County, KY",30719
26161,"Washtenaw County, MI",30718
36015,"Chemung County, NY",30710
37073,"Gates County, NC",30706
26019,"Benzie County, MI",30702
55105,"Rock County, WI",30695
1023,"Choctaw County, AL",30694
2261,"Valdez-Cordova Census Area, AK",30690
54005,"Boone County, WV",30683
26095,"Luce County, MI",30678
18013,"Brown County, IN",30671
54029,"Hancock County, WV",30668
51001,"Accomack County, VA",30663
29217,"Vernon County, MO",30659
23023,"Sagadahoc County, ME",30653
48073,"Cherokee County, TX",30648
1049,"DeKalb County, AL",30642
12059,"Holmes County, FL",30637
5019,"Clark County, AR",30633
51067,"Franklin County, VA",30631
1077,"Lauderdale County, AL",30626
22029,"Concordia Parish, LA",30622
28091,"Marion County, MS",30612
40125,"Pottawatomie County, OK",30610
5055,"Greene County, AR",30610
4007,"Gila County, AZ",30609
48351,"Newton County, TX",30606
40143,"Tulsa County, OK",30604
26029,"Charlevoix County, MI",30603
48217,"Hill County, TX",30602
22045,"Iberia Parish, LA",30598
48225,"Houston County, TX",30594
51103,"Lancaster County, VA",30592
17091,"Kankakee County, IL",30590
53045,"Mason County, WA",30589
5031,"Craighead County, AR",30582
2170,"Matanuska-Susitna Borough, AK",30578
48303,"Lubbock County, TX",30562
6031,"Kings County, CA",30558
37149,"Polk County, NC",30546
47031,"Coffee County, TN",30546
53015,"Cowlitz County, WA",30541
37011,"Avery County, NC",30541
39099,"Mahoning County, OH",30541
29195,"Saline County, MO",30538
48173,"Glasscock County, TX",30535
2130,"Ketchikan Gateway Borough, AK",30534
29225,"Webster County, MO",30525
28147,"Walthall County, MS",30517
40023,"Choctaw County, OK",30511
37005,"Alleghany County, NC",30504
21133,"Letcher County, KY",30496
47141,"Putnam County, TN",30489
12113,"Santa Rosa County, FL",30488
40133,"Seminole County, OK",30487
35019,"Guadalupe County, NM",30480
12011,"Broward County, FL",30476
48101,"Cottle County, TX",30468
47023,"Chester County, TN",30457
48203,"Harrison County, TX",30453
17081,"Jefferson County, IL",30448
1093,"Marion County, AL",30446
12017,"Citrus County, FL",30441
28109,"Pearl River County, MS",30439
47051,"Franklin County, TN",30435
37099,"Jackson County, NC",30429
39043,"Erie County, OH",30427
54045,"Logan County, WV",30424
39007,"Ashtabula County, OH",30413
28085,"Lincoln County, MS",30403
48395,"Robertson County, TX",30389
37029,"Camden County, NC",30387
1071,"Jackson County, AL",30386
47147,"Robertson County, TN",30381
48257,"Kaufman County, TX",30370
6015,"Del Norte County, CA",30363
51071,"Giles County, VA",30357
39015,"Brown County, OH",30356
5081,"Little River County, AR",30341
12097,"Osceola County, FL",30332
28121,"Rankin County, MS",30326
26149,"St. Joseph County, MI",30326
72013,"Arecibo Municipio, PR",30319
22101,"St. Mary Parish, LA",30313
28131,"Stone County, MS",30312
21195,"Pike County, KY",30311
39127,"Perry County, OH",30300
18079,"Jennings County, IN",30295
40021,"Cherokee County, OK",30293
54035,"Jackson County, WV",30285
21069,"Fleming County, KY",30277
29055,"Crawford County, MO",30272
51149,"Prince George County, VA",30260
6039,"Madera County, CA",30259
13085,"Dawson County, GA",30257
12053,"Hernando County, FL",30243
36055,"Monroe County, NY",30239
13067,"Cobb County, GA",30239
54107,"Wood County, WV",30233
34007,"Camden County, NJ",30219
39001,"Adams County, OH",30187
51159,"Richmond County, VA",30185
20173,"Sedgwick County, KS",30184
20103,"Leavenworth County, KS",30184
54099,"Wayne County, WV",30174
55101,"Racine County, WI",30171
47035,"Cumberland County, TN",30171
22041,"Franklin Parish, LA",30166
54053,"Mason County, WV",30162
29221,"Washington County, MO",30161
12109,"St. Johns County, FL",30159
22105,"Tangipahoa Parish, LA",30156
1009,"Blount County, AL",30153
6019,"Fresno County, CA",30138
39025,"Clermont County, OH",30121
51169,"Scott County, VA",30114
17125,"Mason County, IL",30109
29027,"Callaway County, MO",30109
41031,"Jefferson County, OR",30107
37087,"Haywood County, NC",30106
24047,"Worcester County, MD",30094
39089,"Licking County, OH",30084
30035,"Glacier County, MT",30080
51101,"King William County, VA",30080
5061,"Howard County, AR",30072
21227,"Warren County, KY",30066
39057,"Greene County, OH",30058
48231,"Hunt County, TX",30054
21129,"Lee County, KY",30048
13137,"Habersham County, GA",30044
48347,"Nacogdoches County, TX",30040
20177,"Shawnee County, KS",30034
48453,"Travis County, TX",30031
32021,"Mineral County, NV",30030
1061,"Geneva County, AL",30029
48349,"Navarro County, TX",30021
24015,"Cecil County, MD",30017
40109,"Oklahoma County, OK",29997
13049,"Charlton County, GA",29987
28153,"Wayne County, MS",29983
22047,"Iberville Parish, LA",29979
2020,"Anchorage Municipality, AK",29977
46085,"Lyman County, SD",29975
29169,"Pulaski County, MO",29966
36005,"Bronx County, NY",29962
47017,"Carroll County, TN",29961
5149,"Yell County, AR",29958
5033,"Crawford County, AR",29950
22027,"Claiborne Parish, LA",29930
21041,"Carroll County, KY",29926
26117,"Montcalm County, MI",29924
39155,"Trumbull County, OH",29909
51095,"James City County, VA",29906
21161,"Mason County, KY",29899
13029,"Bryan County, GA",29897
37183,"Wake County, NC",29895
54037,"Jefferson County, WV",29886
47071,"Hardin County, TN",29875
13119,"Franklin County, GA",29872
13111,"Fannin County, GA",29869
13187,"Lumpkin County, GA",29854
51007,"Amelia County, VA",29843
18109,"Morgan County, IN",29843
47061,"Grundy County, TN",29841
48327,"Menard County, TX",29834
1003,"Baldwin County, AL",29832
12099,"Palm Beach County, FL",29831
47085,"Humphreys County, TN",29826
48277,"Lamar County, TX",29824
28007,"Attala County, MS",29824
28031,"Covington County, MS",29822
26069,"Iosco County, MI",29822
18105,"Monroe County, IN",29817
39119,"Muskingum County, OH",29805
24033,"Prince George's County, MD",29797
42043,"Dauphin County, PA",29784
21037,"Campbell County, KY",29784
2275,"Wrangell City and Borough, AK",29780
26039,"Crawford County, MI",29772
51065,"Fluvanna County, VA",29772
35001,"Bernalillo County, NM",29766
28127,"Simpson County, MS",29765
18119,"Owen County, IN",29765
22061,"Lincoln Parish, LA",29763
21127,"Lawrence County, KY",29763
51195,"Wise County, VA",29760
1133,"Winston County, AL",29758
12019,"Clay County, FL",29755
72011,"Anasco Municipio, PR",29751
1021,"Chilton County, AL",29748
18167,"Vigo County, IN",29744
51047,"Culpeper County, VA",29743
39151,"Stark County, OH",29739
13047,"Catoosa County, GA",29737
47101,"Lewis County, TN",29736
18019,"Clark County, IN",29729
51181,"Surry County, VA",29717
32003,"Clark County, NV",29705
1079,"Lawrence County, AL",29705
47003,"Bedford County, TN",29699
35043,"Sandoval County, NM",29693
13011,"Banks County, GA",29693
12121,"Suwannee County, FL",29688
51087,"Henrico County, VA",29682
47041,"DeKalb County, TN",29669
51099,"King George County, VA",29668
13039,"Camden County, GA",29666
13241,"Rabun County, GA",29658
45035,"Dorchester County, SC",29654
1095,"Marshall County, AL",29650
28079,"Leake County, MS",29638
24029,"Kent County, MD",29638
12009,"Brevard County, FL",29637
37177,"Tyrrell County, NC",29635
21211,"Shelby County, KY",29627
12071,"Lee County, FL",29626
21207,"Russell County, KY",29620
1031,"Coffee County, AL",29606
8023,"Costilla County, CO",29606
23029,"Washington County, ME",29600
22095,"St. John the Baptist Parish, LA",29590
30087,"Rosebud County, MT",29583
37179,"Union County, NC",29582
35029,"Luna County, NM",29578
39087,"Lawrence County, OH",29576
18089,"Lake County, IN",29539
34013,"Essex County, NJ",29536
37115,"Madison County, NC",29534
51720,"Norton city, VA",29532
5131,"Sebastian County, AR",29530
37061,"Duplin County, NC",29530
34021,"Mercer County, NJ",29530
55059,"Kenosha County, WI",29525
5125,"Saline County, AR",29521
18069,"Huntington County, IN",29516
21231,"Wayne County, KY",29506
21105,"Hickman County, KY",29488
39003,"Allen County, OH",29482
26159,"Van Buren County, MI",29478
28015,"Carroll County, MS",29477
39071,"Highland County, OH",29475
47149,"Rutherford County, TN",29470
18169,"Wabash County, IN",29469
29189,"St. Louis County, MO",29468
48063,"Camp County, TX",29468
22015,"Bossier Parish, LA",29467
37031,"Carteret County, NC",29466
22037,"East Feliciana Parish, LA",29462
35047,"San Miguel County, NM",29461
47129,"Morgan County, TN",29459
22081,"Red River Parish, LA",29454
17153,"Pulaski County, IL",29453
48267,"Kimble County, TX",29453
37039,"Cherokee County, NC",29449
18043,"Floyd County, IN",29448
12133,"Washington County, FL",29446
48449,"Titus County, TX",29434
12129,"Wakulla County, FL",29433
29021,"Buchanan County, MO",29432
51011,"Appomattox County, VA",29426
51790,"Staunton city, VA",29420
21165,"Menifee County, KY",29420
26079,"Kalkaska County, MI",29413
47081,"Hickman County, TN",29409
17183,"Vermilion County, IL",29406
39053,"Gallia County, OH",29402
29201,"Scott County, MO",29394
22111,"Union Parish, LA",29390
47077,"Henderson County, TN",29390
47109,"McNairy County, TN",29386
17031,"Cook County, IL",29385
51035,"Carroll County, VA",29376
48375,"Potter County, TX",29375
37009,"Ashe County, NC",29364
18091,"LaPorte County, IN",29358
51077,"Grayson County, VA",29353
1025,"Clarke County, AL",29353
29093,"Iron County, MO",29352
47067,"Hancock County, TN",29348
22077,"Pointe Coupee Parish, LA",29348
4027,"Yuma County, AZ",29344
51075,"Goochland County, VA",29338
18003,"Allen County, IN",29334
26165,"Wexford County, MI",29327
33019,"Sullivan County, NH",29327
4019,"Pima County, AZ",29320
48405,"San Augustine County, TX",29317
21081,"Grant County, KY",29312
47175,"Van Buren County, TN",29307
26081,"Kent County, MI",29304
21071,"Floyd County, KY",29303
18165,"Vermillion County, IN",29291
51036,"Charles City County, VA",29290
46137,"Ziebach County, SD",29288
37193,"Wilkes County, NC",29283
12041,"Gilchrist County, FL",29280
21125,"Laurel County, KY",29275
13223,"Paulding County, GA",29274
26075,"Jackson County, MI",29270
29181,"Ripley County, MO",29269
4023,"Santa Cruz County, AZ",29267
12131,"Walton County, FL",29260
8101,"Pueblo County, CO",29258
47025,"Claiborne County, TN",29254
18141,"St. Joseph County, IN",29253
28057,"Itawamba County, MS",29253
13231,"Pike County, GA",29237
47169,"Trousdale County, TN",29237
37143,"Perquimans County, NC",29234
13227,"Pickens County, GA",29232
51175,"Southampton County, VA",29225
22119,"Webster Parish, LA",29213
13147,"Hart County, GA",29189
37059,"Davie County, NC",29187
37101,"Johnston County, NC",29151
51193,"Westmoreland County, VA",29151
47115,"Marion County, TN",29147
37095,"Hyde County, NC",29130
12127,"Volusia County, FL",29127
21121,"Knox County, KY",29123
51037,"Charlotte County, VA",29116
29187,"St. Francois County, MO",29116
8011,"Bent County, CO",29115
47099,"Lawrence County, TN",29110
47117,"Marshall County, TN",29108
39027,"Clinton County, OH",29104
37167,"Stanly County, NC",29093
28023,"Clarke County, MS",29092
48027,"Bell County, TX",29058
12101,"Pasco County, FL",29056
18163,"Vanderburgh County, IN",29056
21237,"Wolfe County, KY",29053
51079,"Greene County, VA",29048
54055,"Mercer County, WV",29044
13229,"Pierce County, GA",29041
21101,"Henderson County, KY",29041
35061,"Valencia County, NM",29040
37103,"Jones County, NC",29037
37169,"Stokes County, NC",29033
13013,"Barrow County, GA",29031
10005,"Sussex County, DE",29030
39139,"Richland County, OH",29021
22083,"Richland Parish, LA",29021
13101,"Echols County, GA",29015
47183,"Weakley County, TN",29013
51550,"Chesapeake city, VA",29005
37135,"Orange County, NC",29004
21213,"Simpson County, KY",29003
45063,"Lexington County, SC",29002
51191,"Washington County, VA",29002
24045,"Wicomico County, MD",28992
47001,"Anderson County, TN",28991
10001,"Kent County, DE",28988
1045,"Dale County, AL",28984
12005,"Bay County, FL",28979
47057,"Grainger County, TN",28974
18009,"Blackford County, IN",28968
12055,"Highlands County, FL",28966
12103,"Pinellas County, FL",28965
54003,"Berkeley County, WV",28963
22013,"Bienville Parish, LA",28958
5085,"Lonoke County, AR",28955
54039,"Kanawha County, WV",28952
26077,"Kalamazoo County, MI",28950
39017,"Butler County, OH",28948
21145,"McCracken County, KY",28939
21019,"Boyd County, KY",28936
39079,"Jackson County, OH",28936
21191,"Pendleton County, KY",28933
21167,"Mercer County, KY",28916
26065,"Ingham County, MI",28908
47055,"Giles County, TN",28908
45015,"Berkeley County, SC",28894
37171,"Surry County, NC",28886
21095,"Harlan County, KY",28885
47107,"McMinn County, TN",28884
51105,"Lee County, VA",28881
12061,"Indian River County, FL",28879
8031,"Denver County, CO",28869
22069,"Natchitoches Parish, LA",28869
17167,"Sangamon County, IL",28866
51093,"Isle of Wight County, VA",28854
4012,"La Paz County, AZ",28846
40101,"Muskogee County, OK",28837
13257,"Stephens County, GA",28834
39163,"Vinton County, OH",28814
28067,"Jones County, MS",28803
28139,"Tippah County, MS",28789
5079,"Lincoln County, AR",28767
18005,"Bartholomew County, IN",28753
72127,"San Juan Municipio, PR",28750
21181,"Nicholas County, KY",28737
5095,"Monroe County, AR",28731
24039,"Somerset County, MD",28729
51520,"Bristol city, VA",28722
13247,"Rockdale County, GA",28713
22079,"Rapides Parish, LA",28711
29175,"Randolph County, MO",28698
37021,"Buncombe County, NC",28695
1051,"Elmore County, AL",28688
18093,"Lawrence County, IN",28687
22121,"West Baton Rouge Parish, LA",28682
39153,"Summit County, OH",28681
37197,"Yadkin County, NC",28674
37003,"Alexander County, NC",28672
13151,"Henry County, GA",28642
28013,"Calhoun County, MS",28639
47151,"Scott County, TN",28637
45073,"Oconee County, SC",28625
5059,"Hot Spring County, AR",28623
37133,"Onslow County, NC",28615
5051,"Garland County, AR",28613
39073,"Hocking County, OH",28611
39009,"Athens County, OH",28602
72125,"San German Municipio, PR",28599
21003,"Allen County, KY",28598
29023,"Butler County, MO",28588
12095,"Orange County, FL",28570
51033,"Caroline County, VA",28570
20061,"Geary County, KS",28564
13107,"Emanuel County, GA",28563
51580,"Covington city, VA",28556
37075,"Graham County, NC",28546
39129,"Pickaway County, OH",28543
13019,"Berrien County, GA",28537
39093,"Lorain County, OH",28532
17115,"Macon County, IL",28528
47033,"Crockett County, TN",28522
4017,"Navajo County, AZ",28521
13157,"Jackson County, GA",28505
28033,"DeSoto County, MS",28502
47105,"Loudon County, TN",28482
51143,"Pittsylvania County, VA",28470
48113,"Dallas County, TX",28469
51173,"Smyth County, VA",28466
47087,"Jackson County, TN",28457
17201,"Winnebago County, IL",28455
13139,"Hall County, GA",28451
1127,"Walker County, AL",28444
37175,"Transylvania County, NC",28427
18065,"Henry County, IN",28414
47079,"Henry County, TN",28411
13167,"Johnson County, GA",28387
47131,"Obion County, TN",28383
28001,"Adams County, MS",28379
47123,"Monroe County, TN",28370
21199,"Pulaski County, KY",28369
